file directory,RMSE,MBE,CRMSE,The optimised scale factor
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U15.CSV,15.90108037756417,1.1149116918192817e-13,15.90108037756417,0.9999434703237242
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U15_Hay.CSV,15.350998245775145,-7.026139327001163e-14,15.350998245775147,1.0155231552498194
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U16_Hay.CSV,16.17936986775111,-8.245955182383309e-14,16.17936986775111,1.0060208451650636
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U19_Hay.CSV,18.267011471625214,4.244959176729869e-14,18.26701147162522,0.9859311698023863
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U1_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U20_Hay.CSV,18.818657931406108,4.464526030698655e-14,18.818657931406104,0.9809281131547445
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U21_Hay.CSV,19.308759983755802,-9.75852684305717e-14,19.308759983755802,0.976505447127735
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U22_Hay.CSV,19.74552927946735,-1.385710811714118e-13,19.745529279467352,0.9725671871805497
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U23_Hay.CSV,20.13514489688195,3.6594475661464385e-15,20.13514489688195,0.9690412507025008
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U24_Hay.CSV,20.481837397517445,9.270600500904311e-15,20.481837397517445,0.9658670618308598
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U25_Hay.CSV,20.793057088233994,-8.148369913952737e-14,20.793057088233994,0.9629935271043961
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U26_Hay.CSV,21.071635787623173,5.2696044952508716e-14,21.071635787623173,0.9603818514567237
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U27_Hay.CSV,21.322744480009767,-3.147124906885937e-14,21.322744480009767,0.9579982477888946
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U28_Hay.CSV,21.547064308105675,-1.2295743822252035e-13,21.547064308105686,0.9558152129572923
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U29.CSV,20.396435386768534,1.1319891137946317e-13,20.39643538676854,0.9387423263367805
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U29_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U2_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U30_Hay.CSV,21.931695113800604,-1.5003735021200398e-13,21.931695113800604,0.951955345381895
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U3_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U4_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U5_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U6_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U7_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U8_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
C:\Users\z5183876\OneDrive - UNSW\Documents\GitHub\25_09_02_Bomen_bifacial_gain_2021\Data\PVsyst\param optimisation\25_08_25_Bowen Solar Farm 2021_VCG_HourlyRes_U9_Hay.CSV,21.749312047560636,-2.317650125226078e-14,21.749312047560636,0.9538070982883691
